tanggal,PM2.5,PM10,SO2,NO2,CO,O3
20/01/2016,137,191,42,96,2750,4
20/01/2016,129,172,40,91,2750,4
20/01/2016,121,159,33,89,2750,4
20/01/2016,127,158,33,88,2750,4
21/01/2016,125,165,29,86,2750,3
21/01/2016,115,165,26,79,2750,3
21/01/2016,94,122,13,70,2500,2
21/01/2016,92,109,10,66,2400,2
21/01/2016,90,102,10,66,2500,2
21/01/2016,96,111,10,70,2700,2
21/01/2016,113,136,10,72,2750,3
21/01/2016,128,153,10,76,2750,3
21/01/2016,128,170,12,79,2750,3
21/01/2016,123,152,15,78,2750,3
21/01/2016,125,147,24,75,2750,4
21/01/2016,117,129,34,72,2400,8
21/01/2016,96,112,30,71,2000,13
21/01/2016,100.75,122.5,30,62,2000,18
21/01/2016,105.5,133,30,69,2000,19
21/01/2016,110.25,143.5,27,75,2000,18
21/01/2016,115,154,25,82,2000,16
21/01/2016,114,146,20,87,1900,9
21/01/2016,117,140,15,93,2000,3
21/01/2016,130,158,15,91,2100,2
21/01/2016,129,164,14,91,2300,3
21/01/2016,133,172,13,88,2500,5
21/01/2016,41,41,13,37,700,45
21/01/2016,17,18,7,31,500,54
22/01/2016,20,48,8,38,600,49
22/01/2016,11,88,7,39,500,37
22/01/2016,11,75,23,30,300,26
22/01/2016,8,60,10,38,400,32
22/01/2016,9,86,8,45,500,33
22/01/2016,5,76,5,28,400,38
22/01/2016,8,60,5,24,500,55
22/01/2016,9,57,7,27,600,51
22/01/2016,9,68,9,29,700,46
22/01/2016,13,13,8,29,700,46
22/01/2016,17,39,8,28,700,47
22/01/2016,13,27,6,26,700,50
22/01/2016,8,22,5,24,600,53
22/01/2016,7,34,4,27,600,50
22/01/2016,11,26,4,26,500,50
22/01/2016,3,40,4,27,500,50
22/01/2016,9,45,4,30,500,49
22/01/2016,9,99,4,29,600,46
22/01/2016,13,69,4,21,600,52
22/01/2016,12,59,3,16,600,57
22/01/2016,11,29,4,17,700,57
22/01/2016,8,30,4,14,700,59
22/01/2016,16,46,6,17,800,55
22/01/2016,17,40,7,24,800,46
23/01/2016,8,18,5,11,800,58
23/01/2016,11,11,5,11,700,58
23/01/2016,11,12,3,7,700,62
23/01/2016,6,28,4,13,700,59
23/01/2016,3,5,3,11,600,61
23/01/2016,3,14,5,14,600,58
23/01/2016,5,36,5,12,700,60
23/01/2016,10,16,6,15,700,56
23/01/2016,5,17,7,16,800,56
23/01/2016,8,23,7,15,800,58
23/01/2016,14,32,6,16,800,56
23/01/2016,14,61,8,18,900,50
23/01/2016,13,56,7,16,800,50
23/01/2016,10,62,5,13,700,54
23/01/2016,11,38,4,14,700,55
23/01/2016,5,43,3,15,600,56
23/01/2016,6,37,2,16,600,56
23/01/2016,3,44,3,13,600,59
23/01/2016,12,52,4,16,800,56
23/01/2016,14,98,5,19,900,52
23/01/2016,9,68,5,17,800,53
23/01/2016,10,86,5,15,800,52
23/01/2016,7,106,4,12,800,55
23/01/2016,11,77,4,12,900,54
24/01/2016,5,77,3,12,900,53
24/01/2016,8,106,3,8,900,44
24/01/2016,14,104,20,10,700,28
24/01/2016,4,114,4,14,200,35
24/01/2016,10,135,5,16,400,32
24/01/2016,12,163,3,12,200,38
24/01/2016,5,122,4,14,400,48
24/01/2016,11,261,5,14,400,47
24/01/2016,10,151,4,13,400,47
24/01/2016,8,177,4,12,400,49
24/01/2016,11,276.5,4,12,400,48
24/01/2016,15,15,4,11,300,50
24/01/2016,8,8,5,13,300,50
24/01/2016,16,16,6,17,300,49
24/01/2016,9,9,6,19,300,49
24/01/2016,12,12,5,20,200,48
24/01/2016,12,12,6,22,300,49
24/01/2016,10,10,5,23,200,51
24/01/2016,16,16,6,26,300,46
24/01/2016,13,13,7,25,300,46
24/01/2016,13,13,7,24,200,48
24/01/2016,13,13,8,27,300,47
24/01/2016,12,12,6,26,200,49
24/01/2016,13,13,6,25,200,51
25/01/2016,10,10,6,25,200,50
25/01/2016,10,10,6,25,200,49
25/01/2016,12,12,7,25,200,47
25/01/2016,13,13,7,22,200,47
25/01/2016,13,13,6,19,100,50
25/01/2016,8,8,7,18,200,50
25/01/2016,16,16,9,19,200,48
25/01/2016,15,15,11,20,200,46
25/01/2016,12,12,11,19,200,46
25/01/2016,16,16,10,18,300,48
25/01/2016,13,13,9,17,200,50
25/01/2016,16,16,10,19,200,50
25/01/2016,10,10,10,19,200,52
25/01/2016,15,15,10,20,100,52
25/01/2016,18,55,10,29,200,49
25/01/2016,12,42,11,36,200,48
25/01/2016,19,43,13,41,200,45
25/01/2016,18,44,13,41,200,45
25/01/2016,27,52,17,47,400,37
25/01/2016,22,55,21,51,500,32
25/01/2016,31,60,24,56,600,24
25/01/2016,34,57,23,57,600,26
25/01/2016,21,47,20,48,300,36
25/01/2016,30,54,18,56,400,31
26/01/2016,29,47,16,54,400,31
26/01/2016,25,37,13,40,300,29
26/01/2016,16,36,24,35,100,20
26/01/2016,12,40,8,52,400,26
26/01/2016,13,52,9,49,500,33
26/01/2016,17,56,8,33,400,39
26/01/2016,14,57,11,28,700,49
26/01/2016,22,60,14,43,800,32
26/01/2016,23,63,16,49,900,26
26/01/2016,25,72,14,37,800,42
26/01/2016,21,66,12,29,600,52
26/01/2016,10,67,11,45,600,50
26/01/2016,19,55,12,50,600,49
26/01/2016,18,48,12,42,600,51
26/01/2016,21,46,14,40,500,53
26/01/2016,19,47,13,41,600,52
26/01/2016,16,45,13,46,600,49
26/01/2016,26,50,16,51,700,42
26/01/2016,40,74,27,59,1100,30
26/01/2016,46,82,30,71,1300,18
26/01/2016,47,87,35,76,1600,12
26/01/2016,52,89,40,79,1700,9
26/01/2016,73,109,42,89,2750,7
26/01/2016,117,144,42,86,2750,6
27/01/2016,136,154,42,85,2750,8
27/01/2016,128,136,37,77,2750,5
27/01/2016,43,52,18,50,1400,13
27/01/2016,23,33,11,43,900,21
27/01/2016,24,31,15,54,900,17
27/01/2016,23,32,15,52,1000,21
27/01/2016,31,43,16,74,1400,4
27/01/2016,30,46,18,68,1400,8
27/01/2016,65,83,21,77,2200,5
27/01/2016,34,57,27,63,1600,14
27/01/2016,104,156,42,92,2750,6
27/01/2016,117,170,42,99,2750,5
27/01/2016,107,147,42,99,2700,7
27/01/2016,64,78,27,78,1600,19
27/01/2016,59,73,27,79,1300,25
27/01/2016,65,84,32,91,1500,21
27/01/2016,62,80,31,94,1400,16
27/01/2016,55,77,28,92,1300,13
27/01/2016,64,92,32,98,1500,6
27/01/2016,77,111,35,102,1900,4
27/01/2016,96,123,36,104,2500,4
27/01/2016,92,112,36,102,2300,3
27/01/2016,88,108,31,101,2100,3
27/01/2016,96,118,34,100,2300,4
28/01/2016,120,137,34,100,2750,4
28/01/2016,107,117,29,76,1900,3
28/01/2016,101,116,38,65,1400,2
28/01/2016,103,122,20,98,1500,2
28/01/2016,115,127,19,103,1300,2
28/01/2016,120,129,24,89,1800,3
28/01/2016,118,128,30,94,2200,4
28/01/2016,157,186,36,96,2750,7
28/01/2016,109,125,41,91,2300,4
28/01/2016,88,123,42,82,2100,5
28/01/2016,74,103,41,72.5,1300,7
28/01/2016,53,71,34,63,1200,30
28/01/2016,38,47,21,57,900,44
28/01/2016,36,39,18,53,800,51
28/01/2016,39,39,21,52,800,51
28/01/2016,37,37,21,49,800,55
28/01/2016,45,45,27,59,1000,46
28/01/2016,67,67,22,63,1100,41
28/01/2016,65,65,21,68,1200,31
28/01/2016,85,85,29,76,1700,24
28/01/2016,99,99,35,80,2100,14
28/01/2016,67,67,29,74,1500,14
28/01/2016,61,61,28,75,1500,10
28/01/2016,57,57,21,56,1200,24
29/01/2016,86,86,27,77,2000,10
29/01/2016,137,137,37,96,2750,6
29/01/2016,134,134,35,91,2750,5
29/01/2016,116,116,31,84,2700,4
29/01/2016,92,92,20,81,2600,4
29/01/2016,93,93,23,81,2700,4
29/01/2016,86,86,20,77,2700,4
29/01/2016,89,89,11,74,2750,4
29/01/2016,87,87,15,73,2750,5
29/01/2016,87,87,27,74,2750,5
29/01/2016,77,77,42,71,2400,7
29/01/2016,75,75,42,75,2600,9
29/01/2016,88,88,42,80,2700,10
29/01/2016,62,62,42,73,2300,17
29/01/2016,70,70,42,61,2100,23
29/01/2016,59,59,39,63,1700,27
29/01/2016,46,47,31,66,1500,28
29/01/2016,53,57,31,62,1500,30
29/01/2016,53,70,32,73,1600,16
29/01/2016,55,84,32,81,1800,7
29/01/2016,67,89,33,81,2000,5
29/01/2016,62,85,31,78,2100,5
29/01/2016,62,86,24,72,2200,6
29/01/2016,66,66,20,67,2100,7
30/01/2016,64,64,16,65,1900,7
30/01/2016,54,54,14,53,1700,5
30/01/2016,62,62,39,49,1400,3
30/01/2016,53,53,14,69,1200,5
30/01/2016,52,52,13,69,1100,5
30/01/2016,32,32,14,43,800,24
30/01/2016,36,36,14,53,1500,21
30/01/2016,54,54,18,65,1800,9
30/01/2016,29,29,20,47,900,30
30/01/2016,26,26,24,53,1100,27
30/01/2016,27,27,21,50,900,35
30/01/2016,22,22,16,38,800,47
30/01/2016,20,20,16,38,700,48
30/01/2016,19,19,15,39,600,49
30/01/2016,22,22,12,37,500,52
30/01/2016,21,21,11,44,600,50
30/01/2016,21,21,14,55,700,41
30/01/2016,33,33,18,59,900,34
30/01/2016,28,28,14,66,700,37
30/01/2016,22,22,16,60,700,36
30/01/2016,24,24,18,51,800,35
30/01/2016,14,14,9,35,500,59
30/01/2016,9,9,8,33,500,59
30/01/2016,10,10,6,27,500,63
31/01/2016,15,15,6,26,500,62
31/01/2016,18,18,9,27,700,54
31/01/2016,16,16,9,23,700,53
31/01/2016,14,14,8,29,700,54
31/01/2016,9,9,6,30,500,54
31/01/2016,10,10,5,28,500,52
31/01/2016,8,8,5,24,500,51
31/01/2016,10,10,8,25,600,49
31/01/2016,11,11,12,27,700,46
31/01/2016,17,17,12,25,800,49
31/01/2016,11,11,11,25,700,53
31/01/2016,8,8,8,43,600,50
31/01/2016,14,14,7,34,500,54
31/01/2016,12,12,6,32,500,57
31/01/2016,9,9,7,39,500,56
31/01/2016,6,6,6,37,400,58
31/01/2016,10,10,7,41,500,56
31/01/2016,11,11,11,47,600,48
31/01/2016,21,21,16,58,900,34
31/01/2016,20,20,12,41,700,46
31/01/2016,19,19,10,30,700,57
31/01/2016,14,14,11,38,600,46
31/01/2016,13,13,10,39,700,45
31/01/2016,18,18,8,33,700,52
01/02/2016,18,18,6,26,800,63
01/02/2016,16,16,7,21,800,48
01/02/2016,19,19,25,23,500,28
01/02/2016,9,9,7,41,400,31
01/02/2016,13,13,8,44,600,26
01/02/2016,9,9,8,30,500,35
01/02/2016,10,10,8,40,600,45
01/02/2016,9,9,8,43,500,49
01/02/2016,14,14,9,39,600,46
01/02/2016,8,8,7,39,500,50
01/02/2016,8,8,7,33,500,52
01/02/2016,3,3,7,33,500,53
01/02/2016,5.333333333,17.66666667,6,26,400,60
01/02/2016,7.666666667,32.33333333,6,21,500,59
01/02/2016,10,47,8,31,500,56
01/02/2016,12,63,8,32,500,59
01/02/2016,18,31,7,39,500,57
01/02/2016,11,11,8,41,500,55
01/02/2016,15,15,9,43,700,49
01/02/2016,13,13,7,36,600,54
01/02/2016,9,9,5,27,400,64
01/02/2016,8,8,6,26,500,64
01/02/2016,10,12,5,25,400,66
01/02/2016,9,9,7,29,400,59
02/02/2016,12,12,8,29,500,57
02/02/2016,20,20,11,31,700,52
02/02/2016,22,22,11,36,700,54
02/02/2016,5,13,8,30,500,60
02/02/2016,11,13,10,21,600,61
02/02/2016,9,14,10,22,600,61
02/02/2016,11,25,9,24,700,60
02/02/2016,13,13,11,33,700,52
02/02/2016,17,17,11,36,700,48
02/02/2016,15,15,11,36,700,49
02/02/2016,13,13,10,34,600,56
02/02/2016,17,17,9,49,500,54
02/02/2016,14,14,7,31,500,61
02/02/2016,3,3,6,18,400,61
02/02/2016,10,10,5,22,400,62
02/02/2016,14,38,9,32,500,59
02/02/2016,7,27,6,35,400,62
02/02/2016,9,30,7,38,500,58
02/02/2016,21,44,14,60,900,36
02/02/2016,31,51,23,66,1100,29
02/02/2016,28,46,17,51,1000,35
02/02/2016,23,36,13,40,700,48
02/02/2016,14,18,7,25,500,67
02/02/2016,14,14,6,25,500,68
03/02/2016,12,13,8,27,500,63
03/02/2016,17,17,11,25,600,44
03/02/2016,21,36,30,34,500,18
03/02/2016,49,52,19,75,1800,9
03/02/2016,82,82,23,89,1800,3
03/02/2016,33,35,22,45,900,21
03/02/2016,36,49,33,62,1800,14
03/02/2016,91,104,42,80,2750,5
03/02/2016,65,71,34,80,2750,3
03/02/2016,107,150,42,90,2750,6
03/02/2016,68,83,34,61,1800,24
03/02/2016,33,46,27,56,1100,39
03/02/2016,31,39,29,44,1000,44
03/02/2016,32,35,21,51,800,53
03/02/2016,20,35,16,56,700,58
03/02/2016,21,34,13,53,700,58
03/02/2016,18,35,11,49,600,60
03/02/2016,23,40,15,52,800,53
03/02/2016,38,39,22,71,1100,30
03/02/2016,36,45,19,61,1100,34
03/02/2016,17,25,6,32,500,71
03/02/2016,14,30,5,32,400,71
03/02/2016,12,12,4,28,400,74
03/02/2016,7,32,3,23,400,74
04/02/2016,5,25,3,21,400,74
04/02/2016,5,18,2,24,300,72
04/02/2016,3,13,4,19,400,70
04/02/2016,11,18,7,23,500,64
04/02/2016,13,16,10,31,500,56
04/02/2016,11,20,8,24,500,60
04/02/2016,10,17,8,29,600,55
04/02/2016,12,12,12,40,700,52
04/02/2016,15,27,11,37,600,51
04/02/2016,14,25,11,34,600,54
04/02/2016,13,26,11,34,700,55
04/02/2016,15,20,10,32,600,60
04/02/2016,15,21,9,37,600,62
04/02/2016,9,16,6,49,500,63
04/02/2016,5,15,7,43,500,65
04/02/2016,14,23,7,35,500,71
04/02/2016,12,22,6,34,500,70
04/02/2016,17,27,9,45,600,61
04/02/2016,19,31,11,56,700,53
04/02/2016,18,35,11,46,700,54
04/02/2016,11,16,6,32,500,68
04/02/2016,9,15,3,23,400,78
04/02/2016,15,16,5,29,400,70
04/02/2016,10,19,5,28,400,69
05/02/2016,10,21,5,31,400,68
05/02/2016,15,19,7,20,500,53
05/02/2016,9,23,24,40,300,34
05/02/2016,8,11,7,55,300,43
05/02/2016,5,22,9,43,400,45
05/02/2016,8,8,9,24,300,50
05/02/2016,7,40,8,38,400,61
05/02/2016,7,17,9,31,500,60
05/02/2016,15,30,9,31,500,58
05/02/2016,8,34,9,29,500,58
05/02/2016,12,38,8,32,500,58
05/02/2016,12,51,7,35,500,59
05/02/2016,13,75,7,35,500,60
05/02/2016,10,69,5,36,400,61
05/02/2016,14,42,6,29,500,64
05/02/2016,15,43,6,38,400,61
05/02/2016,10,35,6,36,400,60
05/02/2016,10,38,6,34,500,59
05/02/2016,13,40,8,35,600,55
05/02/2016,15,37,7,30,600,58
05/02/2016,14,33,9,31,500,58
05/02/2016,11,31,8,27,400,63
05/02/2016,8,29,5,32,400,67
05/02/2016,7,28,5,20,400,69
06/02/2016,18,31,6,17,500,66
06/02/2016,12,25,7,20,600,60
06/02/2016,11,22,8,25,700,57
06/02/2016,9,19,8,27,700,52
06/02/2016,7,17,9,26,700,52
06/02/2016,10,15,12,39,700,41
06/02/2016,8,10,9,36,600,43
06/02/2016,6,6,9,33,600,47
06/02/2016,8,26,9,37,600,44
06/02/2016,14,40,10,37,600,51
06/02/2016,6,35,7,43,600,55
06/02/2016,4,30,7,52,500,58
06/02/2016,9,26,7,39,500,64
06/02/2016,11,28,8,43,500,65
06/02/2016,8,22,8,39,500,68
06/02/2016,11,27,8,43,500,68
06/02/2016,8,26,7,41,500,69
06/02/2016,13,23,9,41,600,65
06/02/2016,26,40,22,43,900,56
06/02/2016,39,61,30,62,1400,31
06/02/2016,40,57,19,52,1200,34
06/02/2016,43,58,17,52,1300,32
06/02/2016,39,51,16,48,1400,33
06/02/2016,46,46,12,37,1200,41
07/02/2016,35,39,12,24,1100,54
07/02/2016,33,39,13,17,900,45
07/02/2016,33,44,33,27,700,24
07/02/2016,24,34,11,36,600,34
07/02/2016,23,36,11,36,600,35
07/02/2016,18,44,13,33,600,32
07/02/2016,29,51,14,29,700,48
07/02/2016,21,58,16,34,700,45
07/02/2016,31,56,18,38,800,43
07/02/2016,26,75,16,47,700,53
07/02/2016,17,60,12,54,500,58
07/02/2016,16,55,10,43,500,61
07/02/2016,18,62,8,37,400,66
07/02/2016,16,52,10,39,400,67
07/02/2016,19,65,11,38,500,68
07/02/2016,23,81,9,36,400,72
07/02/2016,18,66,8,33,400,73
07/02/2016,16,76,8,29,500,74
07/02/2016,19,96,11,29,600,71
07/02/2016,18,112,7,31,400,74
07/02/2016,26,93,14,26,600,68
07/02/2016,89,175,40,48,1400,41
07/02/2016,111,188,41,48,1800,40
07/02/2016,147,238,42,68,1700,16
08/02/2016,223,276.5,42,85,2750,7
08/02/2016,223,276.5,42,82,2750,4
08/02/2016,223,276.5,42,81,2750,4
08/02/2016,223,276.5,42,78,2750,5
08/02/2016,223,276.5,42,77,2750,4
08/02/2016,223,276.5,42,72,2750,3
08/02/2016,223,276.5,42,72,2750,2
08/02/2016,180,276.5,40,66,1600,17
08/02/2016,24,96,13,44,600,53
08/02/2016,19,67,9,44,500,58
08/02/2016,11,40,6,31,400,64
08/02/2016,13,33,6,33,300,66
08/02/2016,7,20,4,34,300,67
08/02/2016,8,14,3,33,300,67
08/02/2016,8,18,3,41,300,66
08/02/2016,3,19,3,33,300,69
08/02/2016,6,20,3,34,300,69
08/02/2016,9,20,3,27,300,70
08/02/2016,10,10,4,15,300,71
08/02/2016,6,7,5,24,500,60
08/02/2016,19,42,11,32,600,55
08/02/2016,22,36,10,28,500,60
08/02/2016,13,22,6,21,400,69
08/02/2016,13,18,9,23,400,61
09/02/2016,14,21,10,21,400,58
09/02/2016,12,19,10,17,500,46
09/02/2016,18,23,37,19,400,29
09/02/2016,19,28,15,47,600,21
09/02/2016,13,25,11,37,600,35
09/02/2016,22,31,11,29,800,29
09/02/2016,25,36,11,35,1400,30
09/02/2016,44,44,11,66,2400,5
09/02/2016,53,77,15,67,2500,3
09/02/2016,51,76,34,68,1900,7
09/02/2016,56,89,33,79,2400,10
09/02/2016,38,50,22,65,1300,32
09/02/2016,27,32,16,47,900,56
09/02/2016,21,21,9,39,600,67
09/02/2016,20,26,12,50,700,61
09/02/2016,31,36,15,65,900,52
09/02/2016,44,48,17,70,1000,53
09/02/2016,49,55,16,53,1000,77
09/02/2016,48,69,16,34,1000,94
09/02/2016,62,91,22,46,1200,76
09/02/2016,91,125,30,62,1600,52
09/02/2016,103,140,33,55,1600,57
09/02/2016,89,108,33,59,1600,39
09/02/2016,65,74,26,51,1400,35
10/02/2016,61,72,26,47,1600,34
10/02/2016,71,76,21,47,1700,30
10/02/2016,85,94,18,57,2400,19
10/02/2016,106,112,20,72,2750,7
10/02/2016,103,104,19,71,2750,4
10/02/2016,68,68,18,63,2000,9
10/02/2016,54,58,18,70,2000,3
10/02/2016,46,52,18,62,1500,8
10/02/2016,56,75,18,66,2100,4
10/02/2016,70,88,40,73,2100,6
10/02/2016,59,77,30,62,1500,22
10/02/2016,68,87,26,63,1600,30
10/02/2016,51,51,26,51,1200,53
10/02/2016,47,48,32,53,1400,59
10/02/2016,54,54,34,55,1500,63
10/02/2016,56,65,40,61,1600,64
10/02/2016,74,79,42,69,1900,60
10/02/2016,70,87,42,70,2300,55
10/02/2016,76,95,42,69,2400,46
10/02/2016,93,119,42,93,2750,23
10/02/2016,99,113,42,78,2700,27
10/02/2016,90,100,41,67,2400,33
10/02/2016,93,102,42,62,2600,35
10/02/2016,104,126,42,60,2750,32
11/02/2016,116,136,40,61,2750,27
11/02/2016,198,212,42,73,2750,7
11/02/2016,164,180,42,63,2750,2
11/02/2016,177,188,37,88,2750,4
11/02/2016,168,189,34,92,2600,3
11/02/2016,167,192,37,77,2750,5
11/02/2016,149,171,42,80,2750,4
11/02/2016,162,196,27,83,2750,4
11/02/2016,160,179,42,93,2750,3
11/02/2016,165,195,42,92,2750,4
11/02/2016,181,219,42,89,2750,5
11/02/2016,203,259,42,97,2750,5
11/02/2016,223,266,42,103,2750,4
11/02/2016,181,191,42,91,2750,6
11/02/2016,167,180,41,91,2750,7
11/02/2016,173,183,42,99,2750,5
11/02/2016,146,153,35,87,2750,9
11/02/2016,125,125,24,73,2700,12
11/02/2016,115,115,18,80,2600,4
11/02/2016,127,127,14,81,2750,2
11/02/2016,152,157,15,86,2750,2
11/02/2016,145,147,16,85,2750,2
11/02/2016,148,154,16,84,2750,2
11/02/2016,146,149,14,85,2750,2
12/02/2016,149,149,12,78,2750,2
12/02/2016,135,135,9,70,2750,2
12/02/2016,162,165,5,68,2750,4
12/02/2016,119,119,3,67,2750,2
12/02/2016,92,92,2,51,1900,6
12/02/2016,69,72,2,43,1600,8
12/02/2016,94,107,2,53,2500,4
12/02/2016,91,105,2,57,2300,4
12/02/2016,91,114,2,60,2500,3
12/02/2016,115,150,2,70,2750,3
12/02/2016,183,204,13,91,2750,5
12/02/2016,202,214,33,93,2750,10
12/02/2016,207,214,28,91,2750,20
12/02/2016,198,212,33,79,2700,35
12/02/2016,193,193,29,71,2600,49
12/02/2016,184,188,22,71,2500,49
12/02/2016,210,219,10,83,2750,25
12/02/2016,213,213,6,94,2750,11
12/02/2016,202,202,5,68,2600,17
12/02/2016,154,154,4,49,1900,28
12/02/2016,100,100,4,52,1300,30
12/02/2016,49,49,3,34,800,34
12/02/2016,30,30,2,29,700,34
12/02/2016,30,30,2,29,600,35
13/02/2016,22,22,2,30,600,33
13/02/2016,21,21,2,28,500,33
13/02/2016,13,13,32,24,300,25
13/02/2016,18,18,6,44,300,34
13/02/2016,9,9,6,37,400,36
13/02/2016,8,8,5,29,300,39
13/02/2016,13,13,5,27,400,53
13/02/2016,10,10,5,27,300,54
13/02/2016,4,5,5,32,400,52
13/02/2016,10,10,4,33,400,54
13/02/2016,11,11,4,31,300,56
13/02/2016,6,6,4,38,400,55
13/02/2016,8,8,3,30,300,59
13/02/2016,6,6,2,31,300,59
13/02/2016,10,10,2,37,300,57
13/02/2016,3,11,2,48,300,58
13/02/2016,16,26,3,78,400,50
13/02/2016,9,18,2,51,300,57
13/02/2016,7,7,2,33,400,60
13/02/2016,7,7,2,31,300,63
13/02/2016,17,17,2,29,400,64
13/02/2016,7,7,2,25,400,65
13/02/2016,6,8,2,17,400,68
13/02/2016,10,10,2,33,500,61
14/02/2016,7,12,2,26,500,63
14/02/2016,10,10,2,26,500,62
14/02/2016,7,13,2,20,600,62
14/02/2016,5,12,2,14,600,66
14/02/2016,3,10,2,11,600,68
14/02/2016,10,10,2,12,600,67
14/02/2016,9,20,3,18,700,61
14/02/2016,8,15,5,29,700,55
14/02/2016,9,19,5,33,700,51
14/02/2016,8,8,5,28,700,52
14/02/2016,10,28,6,27,700,53
14/02/2016,15,26,6,28,700,54
14/02/2016,14,18,4,31,600,54
14/02/2016,11,24,3,33,600,55
14/02/2016,9,12,3,33,600,56
14/02/2016,7,10,2,33,600,56
14/02/2016,10,11,2,30,600,59
14/02/2016,9,13,2,34,600,56
14/02/2016,13,24,4,36,700,52
14/02/2016,14,32,4,39,800,48
14/02/2016,12,38,3,31,700,55
14/02/2016,12,45,3,30,700,56
14/02/2016,9,53,2,28,600,56
14/02/2016,17,33,3,23,700,58
15/02/2016,14,30,2,23,700,58
15/02/2016,9,25,3,13,700,49
15/02/2016,7,24,20,17,600,33
15/02/2016,6,25,2,35,300,42
15/02/2016,6,31,4,30,400,45
15/02/2016,5,35,3,17,300,47
15/02/2016,7,32,4,20,400,59
15/02/2016,8,33,4,30,500,52
15/02/2016,6,39,2,33,400,52
15/02/2016,8,48,2,31,400,52
15/02/2016,9,44,3,30,400,51
15/02/2016,6,35,3,27,300,54
15/02/2016,5,43,4,29,300,53
15/02/2016,9,62,3,30,300,54
15/02/2016,17,58,3,29,300,57
15/02/2016,8,49,2,31,300,59
15/02/2016,10,64,2,29,200,60
15/02/2016,8,123,2,25,200,61
15/02/2016,8,147,2,25,200,60
15/02/2016,11,129,2,23,300,62
15/02/2016,12,153,2,24,300,62
15/02/2016,12,135,2,26,300,62
15/02/2016,6,100,2,23,200,62
15/02/2016,13,80,2,18,300,66
16/02/2016,13,69,2,19,300,62
16/02/2016,6,70,4,32,400,56
16/02/2016,11,61,4,32,300,55
16/02/2016,4,53,3,33,300,56
16/02/2016,7,46,3,27,300,58
16/02/2016,3,50,3,24,300,59
16/02/2016,6,50,3,22,300,59
16/02/2016,6,56,3,23,300,59
16/02/2016,9,52,7,28,300,54
16/02/2016,10,54,6,27,400,55
16/02/2016,9,62,5,27,300,56
16/02/2016,13,59,5,24,300,59
16/02/2016,5,41,5,28,300,60
16/02/2016,8,43,4,31,300,59
16/02/2016,3,44,3,27,300,61
16/02/2016,5,53,2,25,300,64
16/02/2016,8,59,2,29,200,61
16/02/2016,3,68,2,25,200,62
16/02/2016,4,51,2,23,300,64
16/02/2016,3,43,2,21,300,67
16/02/2016,8,34,3,17,300,67
16/02/2016,9,28,3,17,300,63
16/02/2016,14,26,5,26,600,55
16/02/2016,19,36,6,26,800,54
17/02/2016,26,32,4,24,700,55
17/02/2016,16,20,3,16,500,44
17/02/2016,13,17,29,25,300,25
17/02/2016,9,14,8,37,500,34
17/02/2016,11,13,8,48,500,26
17/02/2016,11,17,9,26,500,38
17/02/2016,16,16,5,30,900,37
17/02/2016,23,34,7,61,1200,13
17/02/2016,22,34,9,58,1100,15
17/02/2016,38,56,22,62,1300,20
17/02/2016,42,55,25,68,1300,28
17/02/2016,21,24,17,49,600,54
17/02/2016,17,19,15,35,500,58
17/02/2016,23,25,14,42,600,58
17/02/2016,27,27,13,46,600,60
17/02/2016,20,20,12,44,500,67
17/02/2016,26,34,11,44,600,71
17/02/2016,30,46,11,46,700,73
17/02/2016,38,38,15,52,800,58
17/02/2016,43,66,15,59,900,45
17/02/2016,54,70,14,76,1000,29
17/02/2016,83,100,22,95,2100,6
17/02/2016,59,59,22,65,1400,22
17/02/2016,31,44,18,44,900,43
18/02/2016,30,39,14,46,800,44
18/02/2016,22,45,11,43,600,52
18/02/2016,18,46,11,40,600,54
18/02/2016,20,48,12,42,700,47
18/02/2016,18,53,7,34,600,50
18/02/2016,6,52,5,34,500,59
18/02/2016,6,60,3,40,400,57
18/02/2016,9,59,4,49,400,57
18/02/2016,4,41,4,42,400,58
18/02/2016,6,36,4,40,400,57
18/02/2016,12,23,4,35,400,60
18/02/2016,6,26,6,35,500,62
18/02/2016,9,26,5,34,400,66
18/02/2016,8,19,3,35,400,68
18/02/2016,6,20,3,44,400,67
18/02/2016,14,30,4,48,400,65
18/02/2016,9,30,4,39,400,71
18/02/2016,15,25,5,44,400,68
18/02/2016,16,33,6,33,500,69
18/02/2016,29,59,12,63,900,33
18/02/2016,23,42,9,39,900,48
18/02/2016,12,28,7,33,600,52
18/02/2016,14,21,5,26,500,59
18/02/2016,12,20,4,28,500,59
19/02/2016,9,18,2,22,500,68
19/02/2016,20,36,6,28,800,41
19/02/2016,52,63,30,56,1300,2
19/02/2016,41,49,11,77,1000,2
19/02/2016,36,39,11,78,900,8
19/02/2016,43,47,11,75,1300,2
19/02/2016,40,49,12,72,1900,3
19/02/2016,41,56,15,74,2200,3
19/02/2016,48,73,18,76,2000,4
19/02/2016,32,146,15,69,900,27
19/02/2016,22,112,6,53,500,52
19/02/2016,20,101,6,61,500,52
19/02/2016,12,70,5,34,400,59
19/02/2016,13,26,2,18,300,69
19/02/2016,8,18,2,17,300,72
19/02/2016,9,15,2,18,300,73
19/02/2016,8,23,2,17,300,72
19/02/2016,9,15,2,19,300,70
19/02/2016,7,18,2,14,300,68
19/02/2016,9,19,3,9,400,68
